JD,Magnitude,Uncertainty,HQuncertainty,Band,Observer Code,Comment Code(s),Comp Star 1,Comp Star 2,Charts,Comments,Transfomed,Airmass,Validation Flag,Cmag,Kmag,HJD,Star Name,Observer Affiliation,Measurement Method,Grouping Method,ADS Reference,Digitizer,Credit
2456101.48788,10.245,0.005,,V,ATE,,98,121,7791AH,,0,3.568,Z,,12.044,,MOA 2012 BLG-320,AAVSO,STD,,,,
2456101.48943,10.259,0.013,,V,ATE,,98,121,7791AH,,0,3.562,Z,,12.030,,MOA 2012 BLG-320,AAVSO,STD,,,,
2456101.49097,10.239,0.004,,V,ATE,,98,121,7791AH,,0,3.558,Z,,12.002,,MOA 2012 BLG-320,AAVSO,STD,,,,
2456101.49250,10.252,0.016,,V,ATE,,98,121,7791AH,,0,3.554,Z,,12.038,,MOA 2012 BLG-320,AAVSO,STD,,,,
2456101.49402,10.250,0.012,,V,ATE,,98,121,7791AH,,0,3.551,Z,,12.020,,MOA 2012 BLG-320,AAVSO,STD,,,,
2456101.49559,10.259,0.019,,V,ATE,,98,121,7791AH,,0,3.549,Z,,12.034,,MOA 2012 BLG-320,AAVSO,STD,,,,
2456101.49717,10.240,0.012,,V,ATE,,98,121,7791AH,,0,3.547,Z,,12.036,,MOA 2012 BLG-320,AAVSO,STD,,,,
2456101.49871,10.246,0.016,,V,ATE,,98,121,7791AH,,0,3.546,Z,,12.022,,MOA 2012 BLG-320,AAVSO,STD,,,,
2456101.50025,10.239,0.018,,V,ATE,,98,121,7791AH,,0,3.546,Z,,12.016,,MOA 2012 BLG-320,AAVSO,STD,,,,
2456101.50180,10.260,0.021,,V,ATE,,98,121,7791AH,,0,3.547,Z,,12.021,,MOA 2012 BLG-320,AAVSO,STD,,,,
2456101.50333,10.270,0.010,,V,ATE,,98,121,7791AH,,0,3.549,Z,,12.008,,MOA 2012 BLG-320,AAVSO,STD,,,,
2456101.50488,10.286,0.008,,V,ATE,,98,121,7791AH,,0,3.551,Z,,12.010,,MOA 2012 BLG-320,AAVSO,STD,,,,
2456101.50645,10.289,0.017,,V,ATE,,98,121,7791AH,,0,3.554,Z,,12.016,,MOA 2012 BLG-320,AAVSO,STD,,,,
2456101.95139,10.4,,,Vis.,MTH,,10.2,10.5,7682fz,,,,Z,,,,NOVA SCO 2012,AAVSO,STD,,,,
2456102.048218,11.9708,0.0037,,B,SPET,,117,121,7956DEK,,0,1.010,Z,12.8595,13.5110,,NOVA SCO 2012,AAVSO,STD,,,,
2456102.048762,10.5642,0.0024,,V,SPET,,117,121,7956DEK,,0,1.009,Z,12.4661,12.8871,,NOVA SCO 2012,AAVSO,STD,,,,
2456102.049375,9.3715,0.0014,,CV,SPET,,117,121,7956DEK,,0,1.009,Z,10.8237,11.1410,,NOVA SCO 2012,AAVSO,STD,,,,
2456102.051065,11.9586,0.0038,,B,SPET,,117,121,7956DEK,,0,1.008,Z,12.8534,13.5002,,NOVA SCO 2012,AAVSO,STD,,,,
2456102.052222,9.3708,0.0013,,CV,SPET,,117,121,7956DEK,,0,1.007,Z,10.8328,11.1466,,NOVA SCO 2012,AAVSO,STD,,,,
2456102.053912,11.9589,0.0037,,B,SPET,,117,121,7956DEK,,0,1.006,Z,12.8482,13.4827,,NOVA SCO 2012,AAVSO,STD,,,,
2456102.054468,10.5768,0.0023,,V,SPET,,117,121,7956DEK,,0,1.006,Z,12.4339,12.8599,,NOVA SCO 2012,AAVSO,STD,,,,
2456102.055069,9.4314,0.0016,,CV,SPET,,117,121,7956DEK,,0,1.005,Z,10.8061,11.1244,,NOVA SCO 2012,AAVSO,STD,,,,
2456102.056782,11.9617,0.0037,,B,SPET,,117,121,7956DEK,,0,1.005,Z,12.8462,13.4748,,NOVA SCO 2012,AAVSO,STD,,,,
2456102.057326,10.5717,0.0024,,V,SPET,,117,121,7956DEK,,0,1.004,Z,12.4443,12.8576,,NOVA SCO 2012,AAVSO,STD,,,,
2456102.05794,9.4233,0.0015,,CV,SPET,,117,121,7956DEK,,0,1.004,Z,10.8075,11.1287,,NOVA SCO 2012,AAVSO,STD,,,,
2456102.059641,11.9566,0.0043,,B,SPET,,117,121,7956DEK,,0,1.003,Z,12.8615,13.5051,,NOVA SCO 2012,AAVSO,STD,,,,
2456102.060822,9.4160,0.0016,,CV,SPET,,117,121,7956DEK,,0,1.003,Z,10.8089,11.1308,,NOVA SCO 2012,AAVSO,STD,,,,
2456102.062512,11.9543,0.0038,,B,SPET,,117,121,7956DEK,,0,1.002,Z,12.8481,13.4895,,NOVA SCO 2012,AAVSO,STD,,,,
2456102.063056,10.5730,0.0023,,V,SPET,,117,121,7956DEK,,0,1.002,Z,12.4394,12.8665,,NOVA SCO 2012,AAVSO,STD,,,,
2456102.063669,9.3764,0.0014,,CV,SPET,,117,121,7956DEK,,0,1.002,Z,10.8246,11.1418,,NOVA SCO 2012,AAVSO,STD,,,,
2456102.065347,11.9587,0.0037,,B,SPET,,117,121,7956DEK,,0,1.001,Z,12.8554,13.4955,,NOVA SCO 2012,AAVSO,STD,,,,
2456102.065891,10.5725,0.0023,,V,SPET,,117,121,7956DEK,,0,1.001,Z,12.4414,12.8691,,NOVA SCO 2012,AAVSO,STD,,,,
2456102.066505,9.3919,0.0014,,CV,SPET,,117,121,7956DEK,,0,1.001,Z,10.8123,11.1379,,NOVA SCO 2012,AAVSO,STD,,,,
2456102.068218,11.9493,0.0037,,B,SPET,,117,121,7956DEK,,0,1.001,Z,12.8627,13.5018,,NOVA SCO 2012,AAVSO,STD,,,,
2456102.068762,10.5737,0.0023,,V,SPET,,117,121,7956DEK,,0,1.001,Z,12.4368,12.8670,,NOVA SCO 2012,AAVSO,STD,,,,
2456102.069375,9.3801,0.0014,,CV,SPET,,117,121,7956DEK,,0,1.001,Z,10.8349,11.1498,,NOVA SCO 2012,AAVSO,STD,,,,
2456102.071076,11.9603,0.0038,,B,SPET,,117,121,7956DEK,,0,1.000,Z,12.8497,13.4888,,NOVA SCO 2012,AAVSO,STD,,,,
2456102.071632,10.5709,0.0023,,V,SPET,,117,121,7956DEK,,0,1.000,Z,12.4474,12.8652,,NOVA SCO 2012,AAVSO,STD,,,,
2456102.073935,11.9555,0.0038,,B,SPET,,117,121,7956DEK,,0,1.000,Z,12.8679,13.5180,,NOVA SCO 2012,AAVSO,STD,,,,
2456102.076771,11.9557,0.0038,,B,SPET,,117,121,7956DEK,,0,1.000,Z,12.8813,13.5355,,NOVA SCO 2012,AAVSO,STD,,,,
2456102.82008,10.586,0.017,,V,HCW,,ENSEMBLE,106,7956DKK,,0,3.107,Z,,10.715,,NOVA SCO 2012,,STD,,,,
2456102.96411,11.775,0.081,,B,BHQ,,ENSEMBLE,121,7841BJV,,0,1.164,Z,,12.483,,NOVA SCO 2012,VSS,STD,,,,
2456102.96743,10.573,0.055,,V,BHQ,,ENSEMBLE,121,7841BJV,,0,1.152,Z,,12.053,,NOVA SCO 2012,VSS,STD,,,,
2456102.98403,10.5,,,Vis.,MTH,,10.2,10.6,7682fz,,,,Z,,,,NOVA SCO 2012,AAVSO,STD,,,,
2456103.81638,11.907,0.069,,B,HCW,,ENSEMBLE,106,7959QY,,0,3.107,Z,,11.774,,NOVA SCO 2012,,STD,,,,
2456103.81730,10.677,0.024,,V,HCW,,ENSEMBLE,106,7959QW,,0,3.107,Z,,10.752,,NOVA SCO 2012,,STD,,,,
2456104.60417,10.5,,,Vis.,SLH,,10.2,10.6,7960 hd,,,,Z,,,,MOA 2012 BLG-320,AAVSO,STD,,,,
2456104.81383,9.411,0.021,,R,HCW,,ENSEMBLE,STAR 2,120626,,0,3.107,Z,,9.507,,NOVA SCO 2012,,STD,,,,
2456104.81476,10.744,0.033,,V,HCW,,ENSEMBLE,106,7963BF,,0,3.107,Z,,10.765,,NOVA SCO 2012,,STD,,,,
2456105.81105,12.005,0.090,,B,HCW,,ENSEMBLE,106,7983DN,,0,3.107,Z,,11.776,,NOVA SCO 2012,,STD,,,,
