JD,Magnitude,Uncertainty,HQuncertainty,Band,Observer Code,Comment Code(s),Comp Star 1,Comp Star 2,Charts,Comments,Transfomed,Airmass,Validation Flag,Cmag,Kmag,HJD,Star Name,Observer Affiliation,Measurement Method,Grouping Method,ADS Reference,Digitizer,Credit
2456116.530453,7.9,0.0,,CR,SQL,,11.7,,8113PW,,0,1.153,Z,10.2,,,PNV J18202726-2744263,ROU,STD,,,,
2456116.5736,7.8,,,Vis.,OSE,,745,779,GCPD mags,,,,Z,,,,PNV J18202726-2744263,AAVSO,STD,,,,
2456116.65752,7.95,0.02,,V,DKS,,000-BKN-926,000-BKN-927,8122AXW,ERROR: V-C STATISTICAL+V POISSON IN QUAD;,0,1.024,Z,11.520,11.634,,PNV J18202726-2744263,,STD,,,,
2456116.65890,8.53,0.01,,B,DKS,,000-BKN-926,000-BKN-927,8122AXW,ERROR: V-C STATISTICAL+V POISSON IN QUAD;,0,1.023,Z,12.020,13.321,,PNV J18202726-2744263,,STD,,,,
2456116.66319,7.6,,,Vis.,YBA,,74,79,8113LM,,,,Z,,,,PNV J18202726-2744263,AAVSO,STD,,,,
2456116.66667,7.5,,,Vis.,MMX,,72,102,8131NR,,,,Z,,,,PNV J18202726-2744263,AAVSO,STD,,,,
2456116.68958,7.7,,,Vis.,KRB,Y,72,80,8361BDS,New nova,,,Z,,,,PNV J18202726-2744263,AAVSO,STD,,,,
2456116.6902,8.3,,,Vis.,CMP,,80,84,8113mb,10x50 bino,,,Z,,,,PNV J18202726-2744263,AAVSO,STD,,,,
2456116.704768,7.812,0.075,,V,BJAA,,ENSEMBLE,000-BCC-085,8122BBF,INTERMITTENT CLOUDS,0,3.113,Z,,9.200,,N Sgr 2012 No. 4,AAVSO,STD,,,,
2456116.706909,7.965,0.041,,V,BJAA,,ENSEMBLE,000-BCC-085,8122BBF,INTERMITTENT CLOUDS,0,3.104,Z,,9.399,,N Sgr 2012 No. 4,AAVSO,STD,,,,
2456116.707557,8.019,0.044,,V,BJAA,,ENSEMBLE,000-BCC-085,8122BBF,INTERMITTENT CLOUDS,0,3.102,Z,,9.657,,N Sgr 2012 No. 4,AAVSO,STD,,,,
2456116.708324,7.992,0.048,,V,BJAA,,ENSEMBLE,000-BCC-085,8122BBF,INTERMITTENT CLOUDS,0,3.100,Z,,9.564,,N Sgr 2012 No. 4,AAVSO,STD,,,,
2456116.709088,7.953,0.024,,V,BJAA,,ENSEMBLE,000-BCC-085,8122BBF,INTERMITTENT CLOUDS,0,3.097,Z,,9.398,,N Sgr 2012 No. 4,AAVSO,STD,,,,
2456116.709812,8.012,0.025,,V,BJAA,,ENSEMBLE,000-BCC-085,8122BBF,INTERMITTENT CLOUDS,0,3.095,Z,,9.581,,N Sgr 2012 No. 4,AAVSO,STD,,,,
2456116.710460,8.060,0.024,,V,BJAA,,ENSEMBLE,000-BCC-085,8122BBF,INTERMITTENT CLOUDS,0,3.093,Z,,9.798,,N Sgr 2012 No. 4,AAVSO,STD,,,,
2456116.711114,8.072,0.022,,V,BJAA,,ENSEMBLE,000-BCC-085,8122BBF,INTERMITTENT CLOUDS,0,3.092,Z,,9.530,,N Sgr 2012 No. 4,AAVSO,STD,,,,
2456116.711866,7.907,0.033,,V,BJAA,,ENSEMBLE,000-BCC-085,8122BBF,INTERMITTENT CLOUDS,0,3.090,Z,,9.231,,N Sgr 2012 No. 4,AAVSO,STD,,,,
2456116.712653,7.962,0.026,,V,BJAA,,ENSEMBLE,000-BCC-085,8122BBF,INTERMITTENT CLOUDS,0,3.088,Z,,9.363,,N Sgr 2012 No. 4,AAVSO,STD,,,,
2456116.713573,8.482,0.109,,B,BJAA,,ENSEMBLE,000-BCC-085,8122BBF,,0,3.086,Z,,9.817,,N Sgr 2012 No. 4,AAVSO,STD,,,,
2456116.714612,8.593,0.050,,B,BJAA,,ENSEMBLE,000-BCC-085,8122BBF,,0,3.084,Z,,10.027,,N Sgr 2012 No. 4,AAVSO,STD,,,,
