JD,Magnitude,Uncertainty,HQuncertainty,Band,Observer Code,Comment Code(s),Comp Star 1,Comp Star 2,Charts,Comments,Transfomed,Airmass,Validation Flag,Cmag,Kmag,HJD,Star Name,Observer Affiliation,Measurement Method,Grouping Method,ADS Reference,Digitizer,Credit
2455709.083,<12.7,,,Vis.,BNK,K,127,,MY PHOTO NEGATIVE,MY OLD NOVA PATROL NEGS.,,,Z,,,,V1312 SCO,AAVSO,STD,,,,
2455714.4930,10.6,,,Vis.,TJOB,,101,108,4928aq,,,,Z,,,,NOVA SCO 2011,AAVSO,STD,,,,
2455714.64583,11.2,,,Vis.,SLH,L,10.6,11.3,4926 ji,,,,Z,,,,N SCO 2011,AAVSO,STD,,,,
2455714.7486,10.8,,,Vis.,KRB,,103,,MEGASTAR,USED TYCHO 7868:1108:1 COMP STAR,,,Z,,,,N SCO 2011,AAVSO,STD,,,,
2455714.74889,10.59,0.01,,V,DKS,,000-BKC-209,000-BKC-208,4927LN,ERROR: V-C STATISTICAL+V POISSON IN QUAD;,0,1.017,Z,9.252,8.08,,N SCO 2011,,STD,,,,
2455714.75116,12.34,0.01,,B,DKS,,000-BKC-209,000-BKC-208,4927LN,ERROR: V-C STATISTICAL+V POISSON IN QUAD;,0,1.018,Z,9.497,8.12,,N SCO 2011,,STD,,,,
2455715.009572,10.948,0.003,,V,NLX,,000-BKC-212,000-BKC-223,4936AEZC,,0,1.114,Z,10.257,12.765,,V1312 SCO,AAVSO,STD,1,,,
2455715.013113,10.934,0.004,,V,NLX,,000-BKC-212,000-BKC-223,4936AEZC,,0,1.105,Z,10.257,12.695,,V1312 SCO,AAVSO,STD,1,,,
2455715.013657,10.962,0.004,,V,NLX,,000-BKC-212,000-BKC-223,4936AEZC,,0,1.104,Z,10.257,12.713,,V1312 SCO,AAVSO,STD,1,,,
2455715.014109,10.961,0.004,,V,NLX,,000-BKC-212,000-BKC-223,4936AEZC,,0,1.103,Z,10.257,12.725,,V1312 SCO,AAVSO,STD,1,,,
2455715.014780,10.951,0.004,,V,NLX,,000-BKC-212,000-BKC-223,4936AEZC,,0,1.101,Z,10.257,12.740,,V1312 SCO,AAVSO,STD,1,,,
2455715.015231,10.954,0.004,,V,NLX,,000-BKC-212,000-BKC-223,4936AEZC,,0,1.100,Z,10.257,12.751,,V1312 SCO,AAVSO,STD,1,,,
2455715.015891,10.952,0.003,,V,NLX,,000-BKC-212,000-BKC-223,4936AEZC,,0,1.098,Z,10.257,12.709,,V1312 SCO,AAVSO,STD,1,,,
2455715.016354,10.954,0.003,,V,NLX,,000-BKC-212,000-BKC-223,4936AEZC,,0,1.097,Z,10.257,12.734,,V1312 SCO,AAVSO,STD,1,,,
2455715.017037,10.956,0.003,,V,NLX,,000-BKC-212,000-BKC-223,4936AEZC,,0,1.096,Z,10.257,12.742,,V1312 SCO,AAVSO,STD,1,,,
2455715.017500,10.951,0.003,,V,NLX,,000-BKC-212,000-BKC-223,4936AEZC,,0,1.094,Z,10.257,12.745,,V1312 SCO,AAVSO,STD,1,,,
2455715.018183,10.954,0.003,,V,NLX,,000-BKC-212,000-BKC-223,4936AEZC,,0,1.093,Z,10.257,12.714,,V1312 SCO,AAVSO,STD,1,,,
2455715.018646,10.947,0.003,,V,NLX,,000-BKC-212,000-BKC-223,4936AEZC,,0,1.092,Z,10.257,12.723,,V1312 SCO,AAVSO,STD,1,,,
2455715.019329,10.953,0.003,,V,NLX,,000-BKC-212,000-BKC-223,4936AEZC,,0,1.090,Z,10.257,12.708,,V1312 SCO,AAVSO,STD,1,,,
2455715.019780,10.961,0.003,,V,NLX,,000-BKC-212,000-BKC-223,4936AEZC,,0,1.089,Z,10.257,12.703,,V1312 SCO,AAVSO,STD,1,,,
2455715.020475,10.958,0.003,,V,NLX,,000-BKC-212,000-BKC-223,4936AEZC,,0,1.088,Z,10.257,12.727,,V1312 SCO,AAVSO,STD,1,,,
2455715.020949,10.958,0.003,,V,NLX,,000-BKC-212,000-BKC-223,4936AEZC,,0,1.086,Z,10.257,12.735,,V1312 SCO,AAVSO,STD,1,,,
2455715.021643,10.959,0.003,,V,NLX,,000-BKC-212,000-BKC-223,4936AEZC,,0,1.085,Z,10.257,12.716,,V1312 SCO,AAVSO,STD,1,,,
2455715.022095,10.963,0.003,,V,NLX,,000-BKC-212,000-BKC-223,4936AEZC,,0,1.084,Z,10.257,12.735,,V1312 SCO,AAVSO,STD,1,,,
2455715.022778,10.945,0.003,,V,NLX,,000-BKC-212,000-BKC-223,4936AEZC,,0,1.082,Z,10.257,12.718,,V1312 SCO,AAVSO,STD,1,,,
2455715.023241,10.960,0.003,,V,NLX,,000-BKC-212,000-BKC-223,4936AEZC,,0,1.081,Z,10.257,12.734,,V1312 SCO,AAVSO,STD,1,,,
2455715.023935,10.948,0.003,,V,NLX,,000-BKC-212,000-BKC-223,4936AEZC,,0,1.080,Z,10.257,12.710,,V1312 SCO,AAVSO,STD,1,,,
2455715.024398,10.957,0.003,,V,NLX,,000-BKC-212,000-BKC-223,4936AEZC,,0,1.079,Z,10.257,12.711,,V1312 SCO,AAVSO,STD,1,,,
2455715.025081,10.953,0.003,,V,NLX,,000-BKC-212,000-BKC-223,4936AEZC,,0,1.077,Z,10.257,12.715,,V1312 SCO,AAVSO,STD,1,,,
2455715.025544,10.957,0.003,,V,NLX,,000-BKC-212,000-BKC-223,4936AEZC,,0,1.076,Z,10.257,12.724,,V1312 SCO,AAVSO,STD,1,,,
2455715.026238,10.955,0.003,,V,NLX,,000-BKC-212,000-BKC-223,4936AEZC,,0,1.075,Z,10.257,12.725,,V1312 SCO,AAVSO,STD,1,,,
2455715.026701,10.957,0.003,,V,NLX,,000-BKC-212,000-BKC-223,4936AEZC,,0,1.074,Z,10.257,12.732,,V1312 SCO,AAVSO,STD,1,,,
2455715.027384,10.958,0.003,,V,NLX,,000-BKC-212,000-BKC-223,4936AEZC,,0,1.073,Z,10.257,12.736,,V1312 SCO,AAVSO,STD,1,,,
2455715.027847,10.962,0.003,,V,NLX,,000-BKC-212,000-BKC-223,4936AEZC,,0,1.072,Z,10.257,12.722,,V1312 SCO,AAVSO,STD,1,,,
2455715.028542,10.952,0.003,,V,NLX,,000-BKC-212,000-BKC-223,4936AEZC,,0,1.070,Z,10.257,12.743,,V1312 SCO,AAVSO,STD,1,,,
2455715.028993,10.955,0.003,,V,NLX,,000-BKC-212,000-BKC-223,4936AEZC,,0,1.069,Z,10.257,12.716,,V1312 SCO,AAVSO,STD,1,,,
2455715.029676,10.967,0.003,,V,NLX,,000-BKC-212,000-BKC-223,4936AEZC,,0,1.068,Z,10.257,12.726,,V1312 SCO,AAVSO,STD,1,,,
2455715.030127,10.957,0.003,,V,NLX,,000-BKC-212,000-BKC-223,4936AEZC,,0,1.067,Z,10.257,12.717,,V1312 SCO,AAVSO,STD,1,,,
