JD,Magnitude,Uncertainty,HQuncertainty,Band,Observer Code,Comment Code(s),Comp Star 1,Comp Star 2,Charts,Comments,Transfomed,Airmass,Validation Flag,Cmag,Kmag,HJD,Star Name,Observer Affiliation,Measurement Method,Grouping Method,ADS Reference,Digitizer,Credit
2453736.00963,13.524,,,V,DSI,,,,,,,,Z,,,,N LMC 05,,STD,,,,
2453736.01105,13.469,,,V,DSI,,,,,,,,Z,,,,N LMC 05,,STD,,,,
2453736.01247,13.514,,,V,DSI,,,,,,,,Z,,,,N LMC 05,,STD,,,,
2453736.01389,13.513,,,V,DSI,,,,,,,,Z,,,,N LMC 05,,STD,,,,
2453736.01531,13.534,,,V,DSI,,,,,,,,Z,,,,N LMC 05,,STD,,,,
2453736.01672,13.486,,,V,DSI,,,,,,,,Z,,,,N LMC 05,,STD,,,,
2453736.01815,13.485,,,V,DSI,,,,,,,,Z,,,,N LMC 05,,STD,,,,
2453736.01956,13.502,,,V,DSI,,,,,,,,Z,,,,N LMC 05,,STD,,,,
2453736.02098,13.507,,,V,DSI,,,,,,,,Z,,,,N LMC 05,,STD,,,,
2453736.02241,13.47,,,V,DSI,,,,,,,,Z,,,,N LMC 05,,STD,,,,
2453736.02382,13.493,,,V,DSI,,,,,,,,Z,,,,N LMC 05,,STD,,,,
2453736.02524,13.494,,,V,DSI,,,,,,,,Z,,,,N LMC 05,,STD,,,,
2453736.02666,13.498,,,V,DSI,,,,,,,,Z,,,,N LMC 05,,STD,,,,
2453736.02808,13.491,,,V,DSI,,,,,,,,Z,,,,N LMC 05,,STD,,,,
2453736.02949,13.505,,,V,DSI,,,,,,,,Z,,,,N LMC 05,,STD,,,,
2453736.03091,13.497,,,V,DSI,,,,,,,,Z,,,,N LMC 05,,STD,,,,
2453736.03234,13.476,,,V,DSI,,,,,,,,Z,,,,N LMC 05,,STD,,,,
2453736.03375,13.492,,,V,DSI,,,,,,,,Z,,,,N LMC 05,,STD,,,,
2453736.03517,13.5,,,V,DSI,,,,,,,,Z,,,,N LMC 05,,STD,,,,
2453736.03659,13.504,,,V,DSI,,,,,,,,Z,,,,N LMC 05,,STD,,,,
2453736.03801,13.461,,,V,DSI,,,,,,,,Z,,,,N LMC 05,,STD,,,,
2453736.03942,13.519,,,V,DSI,,,,,,,,Z,,,,N LMC 05,,STD,,,,
2453736.04084,13.477,,,V,DSI,,,,,,,,Z,,,,N LMC 05,,STD,,,,
2453736.04227,13.495,,,V,DSI,,,,,,,,Z,,,,N LMC 05,,STD,,,,
2453736.04368,13.519,,,V,DSI,,,,,,,,Z,,,,N LMC 05,,STD,,,,
2453736.04509,13.481,,,V,DSI,,,,,,,,Z,,,,N LMC 05,,STD,,,,
2453736.04652,13.488,,,V,DSI,,,,,,,,Z,,,,N LMC 05,,STD,,,,
2453736.04793,13.461,,,V,DSI,,,,,,,,Z,,,,N LMC 05,,STD,,,,
2453736.04935,13.479,,,V,DSI,,,,,,,,Z,,,,N LMC 05,,STD,,,,
2453736.05078,13.478,,,V,DSI,,,,,,,,Z,,,,N LMC 05,,STD,,,,
2453736.05220,13.443,,,V,DSI,,,,,,,,Z,,,,N LMC 05,,STD,,,,
2453736.05362,13.447,,,V,DSI,,,,,,,,Z,,,,N LMC 05,,STD,,,,
2453736.05503,13.47,,,V,DSI,,,,,,,,Z,,,,N LMC 05,,STD,,,,
2453736.05646,13.465,,,V,DSI,,,,,,,,Z,,,,N LMC 05,,STD,,,,
2453736.05787,13.457,,,V,DSI,,,,,,,,Z,,,,N LMC 05,,STD,,,,
2453736.05929,13.429,,,V,DSI,,,,,,,,Z,,,,N LMC 05,,STD,,,,
2453736.06071,13.466,,,V,DSI,,,,,,,,Z,,,,N LMC 05,,STD,,,,
2453736.06213,13.465,,,V,DSI,,,,,,,,Z,,,,N LMC 05,,STD,,,,
2453736.06355,13.42,,,V,DSI,,,,,,,,Z,,,,N LMC 05,,STD,,,,
2453736.06498,13.442,,,V,DSI,,,,,,,,Z,,,,N LMC 05,,STD,,,,
2453736.06640,13.416,,,V,DSI,,,,,,,,Z,,,,N LMC 05,,STD,,,,
2453736.06781,13.417,,,V,DSI,,,,,,,,Z,,,,N LMC 05,,STD,,,,
2453736.06924,13.439,,,V,DSI,,,,,,,,Z,,,,N LMC 05,,STD,,,,
2453736.07066,13.39,,,V,DSI,,,,,,,,Z,,,,N LMC 05,,STD,,,,
2453737.9972,13.36,0.01,,V,HBD,,133,,MOREL, ERR: 0.01,,,Z,,,,N LMC 05,,STD,,,,
2453738.0104,13.4,,,Vis.,MTH,,131,,051129,,,,Z,,,,N LMC 05,,STD,,,,
2453739.9979,13.4,,,Vis.,MTH,,131,,051129,,,,Z,,,,N LMC 05,,STD,,,,
2453741.9569,13.5,,,Vis.,MTH,,131,,051129,,,,Z,,,,N LMC 05,,STD,,,,
2453743.1035,13.08,0.032,,R,DSI,K,10002,,AUTOSTAR,"""TRANSFORMED, COMP SA 101 282 ERR: 0.032""",,,Z,,,,N LMC 05,,STD,,,,
2453743.1035,13.63,0.02,,V,DSI,K,10002,,AUTOSTAR,"""TRANSFORMED, COMP SA 101 282 ERR: 0.02""",,,Z,,,,N LMC 05,,STD,,,,
2453743.1035,13.86,0.026,,B,DSI,K,10002,,AUTOSTAR,"""TRANSFORMED, COMP SA 101 282 ERR: 0.026""",,,Z,,,,N LMC 05,,STD,,,,
2453743.5486,<13.1,,,Vis.,AAX,KM,131,1310,ASAS,MOON,,,Z,,,,N LMC 05,,STD,,,,
2453744.03863,12.973,,,V,DSI,Y,,,,,,,Z,,,,N LMC 05,,STD,,,,
2453744.03994,13.018,,,V,DSI,Y,,,,,,,Z,,,,N LMC 05,,STD,,,,
2453744.04125,12.986,,,V,DSI,Y,,,,,,,Z,,,,N LMC 05,,STD,,,,
2453744.04255,12.989,,,V,DSI,Y,,,,,,,Z,,,,N LMC 05,,STD,,,,
2453744.04385,13.011,,,V,DSI,Y,,,,,,,Z,,,,N LMC 05,,STD,,,,
2453744.04516,12.99,,,V,DSI,Y,,,,,,,Z,,,,N LMC 05,,STD,,,,
2453744.04647,13.017,,,V,DSI,Y,,,,,,,Z,,,,N LMC 05,,STD,,,,
2453744.04778,12.98,,,V,DSI,Y,,,,,,,Z,,,,N LMC 05,,STD,,,,
2453744.04907,13.045,,,V,DSI,Y,,,,,,,Z,,,,N LMC 05,,STD,,,,
2453744.05038,13.018,,,V,DSI,Y,,,,,,,Z,,,,N LMC 05,,STD,,,,
2453744.05169,13.014,,,V,DSI,Y,,,,,,,Z,,,,N LMC 05,,STD,,,,
2453744.05300,13.006,,,V,DSI,Y,,,,,,,Z,,,,N LMC 05,,STD,,,,
2453744.05429,13.007,,,V,DSI,Y,,,,,,,Z,,,,N LMC 05,,STD,,,,
2453744.05560,13.03,,,V,DSI,Y,,,,,,,Z,,,,N LMC 05,,STD,,,,
2453744.05690,13.036,,,V,DSI,Y,,,,,,,Z,,,,N LMC 05,,STD,,,,
2453744.05821,12.997,,,V,DSI,Y,,,,,,,Z,,,,N LMC 05,,STD,,,,
2453744.05951,13.06,,,V,DSI,Y,,,,,,,Z,,,,N LMC 05,,STD,,,,
2453744.06081,12.98,,,V,DSI,Y,,,,,,,Z,,,,N LMC 05,,STD,,,,
2453744.06212,12.985,,,V,DSI,Y,,,,,,,Z,,,,N LMC 05,,STD,,,,
2453744.06343,12.986,,,V,DSI,Y,,,,,,,Z,,,,N LMC 05,,STD,,,,
2453744.06473,12.998,,,V,DSI,Y,,,,,,,Z,,,,N LMC 05,,STD,,,,
2453744.06603,12.996,,,V,DSI,Y,,,,,,,Z,,,,N LMC 05,,STD,,,,
2453744.06734,13.027,,,V,DSI,Y,,,,,,,Z,,,,N LMC 05,,STD,,,,
2453744.06865,12.99,,,V,DSI,Y,,,,,,,Z,,,,N LMC 05,,STD,,,,
2453744.06994,12.996,,,V,DSI,Y,,,,,,,Z,,,,N LMC 05,,STD,,,,
2453744.09667,12.945,,,V,DSI,Y,,,,,,,Z,,,,N LMC 05,,STD,,,,
2453744.09774,12.951,,,V,DSI,Y,,,,,,,Z,,,,N LMC 05,,STD,,,,
2453744.09881,12.947,,,V,DSI,Y,,,,,,,Z,,,,N LMC 05,,STD,,,,
2453744.09987,12.959,,,V,DSI,Y,,,,,,,Z,,,,N LMC 05,,STD,,,,
2453744.10095,12.927,,,V,DSI,Y,,,,,,,Z,,,,N LMC 05,,STD,,,,
2453744.10201,12.959,,,V,DSI,Y,,,,,,,Z,,,,N LMC 05,,STD,,,,
2453744.10309,12.941,,,V,DSI,Y,,,,,,,Z,,,,N LMC 05,,STD,,,,
2453744.10416,12.939,,,V,DSI,Y,,,,,,,Z,,,,N LMC 05,,STD,,,,
2453744.1042,12.58,0.01,,R,DSI,KY,8743,,AUTOSTAR,"""TRANSFORMED, COMP SA 94 308 ERR: 0.01""",,,Z,,,,N LMC 05,,STD,,,,
2453744.1042,12.95,0.02,,V,DSI,KY,8743,,AUTOSTAR,"""TRANSFORMED, COMP SA 94 308 ERR: 0.02""",,,Z,,,,N LMC 05,,STD,,,,
2453744.1042,13.21,0.03,,B,DSI,KY,8743,,AUTOSTAR,"""TRANSFORMED, COMP SA 94 308 ERR: 0.03""",,,Z,,,,N LMC 05,,STD,,,,
2453744.16101,12.891,,,V,DSI,Y,,,,,,,Z,,,,N LMC 05,,STD,,,,
2453744.16207,12.898,,,V,DSI,Y,,,,,,,Z,,,,N LMC 05,,STD,,,,
2453744.16315,12.89,,,V,DSI,Y,,,,,,,Z,,,,N LMC 05,,STD,,,,
