JD,Magnitude,Uncertainty,HQuncertainty,Band,Observer Code,Comment Code(s),Comp Star 1,Comp Star 2,Charts,Comments,Transfomed,Airmass,Validation Flag,Cmag,Kmag,HJD,Star Name,Observer Affiliation,Measurement Method,Grouping Method,ADS Reference,Digitizer,Credit
2455131.91667,10.0,,,TG,KBJ,B,97,102,1396DDN,GREEN CHANNEL OF DSLR IMAGE,,,Z,,,,N SGR 2009#4,,STD,,,,
2455132.233,9.9,,,Vis.,FRF,K,94,98,,VT magnitudes,,,V,,,,N SGR 2009#4,,STD,,,,
2455132.235,9.8,,,Vis.,KIA,K,94,98,,VT magnitudes,,,V,,,,N SGR 2009#4,,STD,,,,
2455132.235,10.0,,,Vis.,SJNO,K,94,98,,VT magnitudes,,,V,,,,N SGR 2009#4,,STD,,,,
2455132.2396,9.8,,,Vis.,VSD,,95,97,1396dfr,na,,,V,,,,000-BJQ-768,,STD,,,,
2455132.24,9.9,,,Vis.,BFO,,000,,999999,,,,V,,,,V5584 SGR,MCSE,STD,,,,
2455132.48648,9.78,,,Vis.,BZX,K,9.7,10.3,guide v 7,GUIDE V 7 CHART,,,V,,,,N SGR 2009#4,,STD,,,,
2455132.56458,9.8,,,Vis.,ASA,B,96,106,1396dlp,,,,V,,,,VSX J183132.7-161907,,STD,,,,
2455132.8688,9.6,,,Vis.,JA,K,NA,,NA,NOVA SGR 2009 NO.4,,,Z,,,,V5584 SGR,RASNZ-VSS,STD,,,,
2455133.52537,9.4,,,Vis.,BZX,K,8.4,9.7,guide v 7,GUIDE V 7,,,V,,,,N SGR 2009#4,,STD,,,,
2455133.88889,10.4,,,Vis.,MTH,,9.6,10.6,1396ego,,,,V,,,,VSX J183132.7-161907,,STD,,,,
2455134.03000,9.4,,,Vis.,BNK,,90,97,ALERT*409,,,,Z,,,,V5584 SGR,AAVSO,STD,,,,
2455134.47917,9.3,,,Vis.,SLH,,9.0,9.5,1396 dhz,,,,V,,,,N SGR 2009#4,,STD,,,,
2455134.50800,9.2,,,Vis.,BZX,K,8.4,9.7,guide v 7,GUIDE V 7,,,V,,,,N SGR 2009#4,,STD,,,,
2455134.56597,9.4,,,Vis.,ASA,BDW,94,97,1397b,,,,V,,,,VSX J183132.7-161907,,STD,,,,
2455134.89792,10.2,,,Vis.,MTH,,9.6,10.6,1396ego,,,,V,,,,VSX J183132.7-161907,,STD,,,,
2455135.21,9.6,,,Vis.,BFO,,000,,999999,,,,V,,,,V5584 SGR,MCSE,STD,,,,
2455135.38441,9.509,0.04,,V,SC,,000-BJQ-895,000-BJQ-094,1420lf,BRT,0,,V,10.512,11.643,,V5584 SGR,,STD,,,,
2455135.48056,9.6,,,Vis.,SLH,,9.0,9.6,1396 dhz,,,,V,,,,N SGR 2009#4,,STD,,,,
2455135.49898,9.7,,,Vis.,BZX,K,9.4,10.8,guide v 7,GUIDE V 7,,,V,,,,N SGR 2009#4,,STD,,,,
2455135.55903,9.2,,,Vis.,ASA,BW,90,94,1397b,,,,V,,,,VSX J183132.7-161907,,STD,,,,
2455135.90694,10.3,,,Vis.,MTH,,9.6,10.6,1396ego,,,,V,,,,VSX J183132.7-161907,,STD,,,,
2455136.20,9.6,,,Vis.,JAZ,,94;97,,999999,,,,Z,,,,V5584 SGR,MCSE,STD,,,,
2455136.226,9.8,,,Vis.,FRF,KL,94,98,999999,VT magnitudes,,,V,,,,V5584 SGR,,STD,,,,
2455136.23,9.8,,,Vis.,BFO,,000,,999999,,,,V,,,,V5584 SGR,MCSE,STD,,,,
2455136.30040,9.60,0.04,,V,ATE,,,,091031,,0,,V,10.514,,,V5584 SGR,,STD,,,,
2455136.30095,9.63,0.04,,V,ATE,,,,091031,,0,,V,10.514,,,V5584 SGR,,STD,,,,
2455136.30133,9.57,0.04,,V,ATE,,,,091031,,0,,V,10.514,,,V5584 SGR,,STD,,,,
2455136.30187,9.56,0.04,,V,ATE,,,,091031,,0,,V,10.514,,,V5584 SGR,,STD,,,,
2455136.30225,9.61,0.04,,V,ATE,,,,091031,,0,,V,10.514,,,V5584 SGR,,STD,,,,
2455136.48648,9.5,,,Vis.,BZX,K,9.4,10.8,guide v 7,GUIDE V 7,,,V,,,,N SGR 2009#4,,STD,,,,
2455136.88314,10.399,0.007,,B,BHQ,,000-BJQ-891,000-BJQ-892,1021VO,,1,1.543,V,11.536,12.097,,V5584 SGR,,STD,,,,
2455136.88397,9.500,0.004,,V,BHQ,,000-BJQ-891,000-BJQ-892,1021VO,,1,1.551,V,10.702,11.225,,V5584 SGR,,STD,,,,
2455136.88710,8.646,0.004,,R,BHQ,,000-BJQ-891,000-BJQ-892,1021VO,COMP R= 10.211 DERIVED FROM E7 STARS,1,1.583,V,10.450,10.950,,V5584 SGR,,STD,,,,
2455136.88768,7.574,0.007,,I,BHQ,,000-BJQ-891,000-BJQ-892,1021VO,COMP I= 10.519 DERIVED FROM E7 STARS,1,1.589,V,11.296,11.777,,V5584 SGR,,STD,,,,
2455136.93056,9.6,,,TG,KBJ,BU,96,97,1396DDN,GREEN CHANNEL OF DSLR IMAGE,,,Z,,,,V5584 SGR,,STD,,,,
2455137.20,9.8,,,Vis.,BFO,,000,,999999,,,,Z,,,,V5584 SGR,MCSE,STD,,,,
2455137.27431,9.2,,,Vis.,GKI,,9.4,9.7,1428aja,,,,V,,,,V5584 SGR,,STD,,,,
2455137.56875,9.5,,,Vis.,ASA,BW,94,97,1397b,,,,V,,,,VSX J183132.7-161907,,STD,,,,
2455137.60517,9.475,0.025,,TG,MVX,BK,ensemble,,,"""remote observatory TzecMaun, telescope AP180, camera STL-11000""",0,10.12,V,,,,V5584 SGR,,STD,,,,
2455137.60762,8.663,0.024,,TR,MVX,BK,ensemble,,,"""remote observatory TzecMaun, telescope AP180, camera STL-11000""",0,10.12,V,,,,V5584 SGR,,STD,,,,
2455138.03000,9.4,,,Vis.,BNK,,90,97,'',,,,Z,,,,V5584 SGR,AAVSO,STD,,,,
