2453471.592,<17.0,.3,V
2453553.322,<17.0,.4,V
2455270.9484,14.23,0.10,CV
2455300.8989,<14.15,0.09,V
2455308.9116,<16.64,0.66,V
2455309.9082,<15.06,0.07,V
2455313.8859,<16.02,0.38,V
2455325.9036,<15.1,0.3,V
2455327.8017,<15.8,0.3,V
2455329.8194,<15.6,0.3,V
2455330.7747,<15.4,0.2,V
2455334.8287,<15.2,0.2,V
2455335.8104,<15.3,0.2,V
2455336.7682,<15.0,0.5,V
2455338.7789,<15.0,0.2,V
2455339.7695,<15.4,0.2,V
2455342.7659,<15.4,0.3,V
2455356.7441,<15.2,0.1,V
2455359.7253,<15.1,0.2,V
2455360.7298,<15.1,0.2,V
2455455.55627,<15.6,0.3,V
2455456.53402,<15.4,0.2,V
2455457.52821,<15.9,0.3,V
2455459.53695,<15.2,0.4,V
2455461.51271,<15.0,0.2,V
2455471.51754,<15.2,0.2,V
2455472.50621,<15.3,0.2,V
2455473.50203,<14.9,0.1,V
2455474.52632,<15.3,0.2,V
2455477.51123,<15.1,0.1,V
2455479.50058,<15.0,0.1,V
2455480.50203,<14.8,0.2,V
2455484.50894,<15.2,0.2,V
2455638.94707,<15.2,0.1,V
2455655.92150,<15.0,0.1,V
2455658.93233,<14.08,0.05,V
2455665.92480,<15.3,0.1,V
2455670.89731,<15.0,0.3,V
2455683.90357,<14.99,0.08,V
2455711.72174,<15.1,0.1,V
2455716.75261,<15.1,0.1,V
2455839.51222,<15.1,0.1,V
2455855.48891,<15.0,0.2,V
2455999.94722,<16.0,0.2,V
2456000.94734,<15.2,0.1,V
2456001.94946,<16.0,0.3,V
2456003.94395,<15.4,0.1,V
2456014.92067,<15.5,0.1,V
2456015.91934,<15.2,0.1,V
2456021.92461,<15.5,0.1,V
2456026.91980,<15.1,0.1,V
2456032.92015,<15.3,0.1,V
2456033.87382,<15.8,0.1,V
2456034.88446,<15.2,0.1,V
2456044.86233,<15.2,0.1,V
2456045.86348,<15.5,0.1,V
2456048.86297,<15.2,0.1,V
2456049.87425,<15.1,0.1,V
2456050.87411,<15.0,0.1,V
2456053.86249,<14.5,0.1,V
2456065.77913,<15.3,0.1,V
2456067.77897,<15.3,0.1,V
2456069.83959,<15.4,0.1,V
2456070.81186,<15.2,0.1,V
2456071.80847,15.0,0.1,V
2456081.81814,<15.3,0.1,V
2456082.82690,<15.0,0.1,V
2456096.83368,<15.1,0.1,V
2456097.71417,<15.2,0.1,V
2456106.68826,<15.1,0.03,V
2456108.69118,<15.0,0.1,V
2456110.70403,<14.7,0.1,V
2456116.68757,<15.2,0.1,V
2456384.04707,<16.527,0.117,V
2456695.2733,8.66,0.06,V
2456696.188577,10.0322,0.0027,V
2456696.196165,10.0712,0.0011,V
2456696.19696,10.0727,0.0011,V
2456696.197756,10.0706,0.0010,V
2456696.198553,10.0607,0.0010,V
2456696.19934,10.0785,0.0010,V
2456696.200129,10.0647,0.0010,V
2456696.200927,10.0719,0.0010,V
2456696.20172,10.0402,0.0009,V
2456696.202509,10.0681,0.0009,V
2456696.203297,10.0572,0.0009,V
2456696.204085,10.0624,0.0009,V
2456696.204872,10.0675,0.0008,V
2456696.205657,10.0784,0.0008,V
2456696.206442,10.0810,0.0008,V
2456696.207228,10.0618,0.0008,V
2456696.208016,10.0811,0.0008,V
2456696.208808,10.0690,0.0008,V
2456696.209603,10.0793,0.0008,V
2456696.210391,10.0692,0.0007,V
2456696.211178,10.0801,0.0007,V
2456696.211967,10.0777,0.0007,V
2456696.212755,10.0954,0.0007,V
2456696.213544,10.0821,0.0007,V
2456696.214331,10.0834,0.0007,V
2456696.215119,10.0990,0.0006,V
2456696.215907,10.0973,0.0007,V
2456696.216695,10.0939,0.0006,V
2456696.217483,10.0958,0.0006,V
2456696.218281,10.0932,0.0006,V
2456696.221991,10.0763,0.0006,V
2456696.222786,10.0780,0.0007,V
2456696.22358,10.0840,0.0007,V
2456696.224378,10.0844,0.0006,V
2456696.225173,10.0836,0.0007,V
2456696.225962,10.0803,0.0007,V
2456696.226749,10.0885,0.0006,V
2456696.22754,10.0868,0.0006,V
2456696.228327,10.0806,0.0006,V
2456696.229115,10.0899,0.0007,V
2456696.229904,10.0852,0.0007,V
2456696.230701,10.0922,0.0006,V
2456696.231499,10.0908,0.0006,V
2456696.232295,10.0831,0.0006,V
2456696.233079,10.0873,0.0006,V
2456696.233868,10.0896,0.0007,V
2456696.234656,10.1069,0.0006,V
2456696.235442,10.0870,0.0007,V
2456696.23623,10.0860,0.0007,V
2456696.23666,10.068,0.008,V
2456696.23701,10.074,0.008,V
2456696.237018,10.0840,0.0007,V
2456696.23737,10.050,0.008,V
2456696.23774,10.078,0.008,V
2456696.237806,10.0985,0.0007,V
2456696.23808,10.096,0.008,V
2456696.23844,10.090,0.008,V
2456696.238594,10.0945,0.0007,V
2456696.23879,10.104,0.008,V
2456696.23915,10.078,0.008,V
2456696.239381,10.1024,0.0006,V
2456696.23950,10.071,0.008,V
2456696.23986,10.077,0.008,V
2456696.24017,10.1003,0.0007,V
2456696.24020,10.036,0.008,V
2456696.24056,10.087,0.008,V
2456696.24091,10.055,0.008,V
2456696.240974,10.0949,0.0006,V
2456696.24126,10.051,0.008,V
2456696.24161,10.095,0.008,V
2456696.241776,10.0964,0.0007,V
2456696.24196,10.033,0.008,V
2456696.24231,10.101,0.008,V
2456696.242576,10.1012,0.0007,V
2456696.24266,10.046,0.008,V
2456696.24300,10.091,0.008,V
2456696.24336,10.060,0.008,V
2456696.243377,10.1111,0.0007,V
2456696.24371,10.065,0.008,V
2456696.24407,10.042,0.008,V
2456696.244179,10.0969,0.0007,V
2456696.24442,10.041,0.008,V
2456696.24477,10.050,0.008,V
2456696.244979,10.1057,0.0006,V
2456696.24513,10.083,0.008,V
2456696.24548,10.069,0.008,V
2456696.245779,10.1023,0.0006,V
2456696.24583,10.063,0.008,V
2456696.24619,10.052,0.008,V
2456696.24653,10.075,0.008,V
2456696.246581,10.1078,0.0006,V
2456696.24689,10.074,0.008,V
2456696.24724,10.080,0.008,V
2456696.247382,10.1098,0.0007,V
2456696.24759,10.069,0.008,V
2456696.24795,10.073,0.008,V
2456696.248182,10.1116,0.0006,V
2456696.24829,10.061,0.008,V
2456696.24864,10.056,0.008,V
2456696.248983,10.1147,0.0006,V
2456696.24899,10.058,0.007,V
2456696.24933,10.077,0.008,V
2456696.24970,10.049,0.008,V
2456696.249783,10.1068,0.0006,V
2456696.25004,10.087,0.007,V
2456696.25040,10.056,0.008,V
2456696.250583,10.1094,0.0007,V
2456696.25075,10.069,0.008,V
2456696.25111,10.055,0.008,V
2456696.251379,10.1220,0.0006,V
2456696.25145,10.078,0.008,V
2456696.25180,10.061,0.008,V
