2456013.96082,12.452,0.035,V
2456014.98033,12.145,0.008,V
2456015.86550,12.180,0.007,V
2456015.86579,12.237,0.007,V
2456015.86723,12.172,0.007,V
2456015.86897,12.174,0.007,V
2456015.87071,12.175,0.007,V
2456015.87244,12.183,0.007,V
2456015.87418,12.184,0.007,V
2456015.87591,12.176,0.007,V
2456015.87765,12.171,0.007,V
2456015.87939,12.176,0.007,V
2456015.88112,12.181,0.007,V
2456015.88286,12.168,0.007,V
2456015.88461,12.165,0.007,V
2456015.88635,12.180,0.007,V
2456015.88826,12.153,0.007,V
2456015.89035,12.169,0.007,V
2456015.89243,12.180,0.007,V
2456015.89418,12.170,0.007,V
2456015.89591,12.173,0.007,V
2456015.89766,12.174,0.007,V
2456015.89946,12.163,0.007,V
2456015.90169,12.156,0.006,V
2456015.90392,12.178,0.007,V
2456015.90566,12.186,0.007,V
2456015.90916,12.175,0.007,V
2456015.91090,12.164,0.007,V
2456015.91264,12.169,0.007,V
2456015.91439,12.176,0.008,V
2456015.91613,12.160,0.008,V
2456015.97164,12.076,0.004,V
2456016.86241,12.078,0.006,V
2456016.86412,12.095,0.006,V
2456016.86582,12.076,0.006,V
2456016.86752,12.088,0.007,V
2456016.86922,12.093,0.007,V
2456016.87094,12.086,0.007,V
2456016.87265,12.093,0.007,V
2456016.87435,12.074,0.006,V
2456016.87606,12.082,0.006,V
2456016.87778,12.082,0.006,V
2456016.87948,12.092,0.007,V
2456016.88119,12.088,0.007,V
2456016.88291,12.083,0.007,V
2456016.88479,12.081,0.006,V
2456016.88686,12.081,0.007,V
2456016.88894,12.084,0.007,V
2456016.89064,12.082,0.007,V
2456016.89236,12.085,0.007,V
2456016.89407,12.084,0.007,V
2456016.89584,12.079,0.007,V
2456016.89804,12.095,0.006,V
2456016.90025,12.091,0.006,V
2456016.90198,12.078,0.007,V
2456016.90369,12.094,0.007,V
2456016.90542,12.100,0.008,V
2456016.90713,12.124,0.008,V
2456016.90885,12.115,0.010,V
2456016.91057,12.120,0.009,V
2456016.91229,12.083,0.008,V
2456016.91402,12.095,0.010,V
2456016.91574,12.109,0.008,V
2456016.96416,12.011,0.003,V
2456017.86016,12.044,0.006,V
2456017.86191,12.037,0.006,V
2456017.86366,12.035,0.006,V
2456017.86541,12.041,0.006,V
2456017.86714,12.040,0.006,V
2456017.86890,12.039,0.006,V
2456017.87065,12.048,0.006,V
2456017.87240,12.050,0.006,V
2456017.87414,12.049,0.006,V
2456017.87590,12.038,0.006,V
2456017.87765,12.043,0.006,V
2456017.87941,12.050,0.006,V
2456017.88116,12.043,0.006,V
2456017.88309,12.040,0.006,V
2456017.88520,12.040,0.006,V
2456017.88729,12.035,0.006,V
2456017.88905,12.048,0.006,V
2456017.89081,12.044,0.006,V
2456017.89262,12.054,0.006,V
2456017.89485,12.055,0.006,V
2456017.89709,12.051,0.006,V
2456017.89887,12.047,0.006,V
2456017.90061,12.049,0.006,V
2456017.90237,12.056,0.006,V
2456017.90413,12.054,0.006,V
2456017.90589,12.051,0.006,V
2456017.90765,12.057,0.006,V
2456017.90941,12.050,0.007,V
2456017.91117,12.060,0.007,V
2456017.91293,12.048,0.007,V
