2455135.38441,9.509,0.04,V
2455136.30040,9.60,0.04,V
2455136.30095,9.63,0.04,V
2455136.30133,9.57,0.04,V
2455136.30187,9.56,0.04,V
2455136.30225,9.61,0.04,V
2455136.88397,9.500,0.004,V
2455138.89263,9.396,0.004,V
2455140.29004,9.70,0.03,V
2455140.29065,9.67,0.03,V
2455140.29123,9.68,0.03,V
2455140.29190,9.69,0.03,V
2455140.29240,9.71,0.03,V
2455144.88414,10.346,0.006,V
2455152.27478,10.66,0.03,V
2455152.27600,10.70,0.03,V
2455152.27718,10.68,0.03,V
2455152.27836,10.69,0.03,V
2455152.27954,10.68,0.03,V
2455321.670,15.13,,V
2455330.647,<15.28,,V
2455337.628,15.76,,V
2455341.617,14.98,,V
2455351.589,15.47,,V
2455371.534,15.63,,V
2455383.502,16.44,,V
2455396.467,15.73,,V
2455399.457,15.94,,V
2455439.352,16.08,,V
2455460.302,15.53,,V
2455477.54625,16.6,0.2,V
2458226.683,<15.44,,V
2458227.685,<15.57,,V
2458296.516,<15.47,,V
