2458137.248,10.74,0.042,V
2458137.2603,10.69,0.02,V
2458137.88615,11.117,0.019,V
2458137.88672,11.082,0.021,V
2458138.25188,11.054,0.003,V
2458138.2559,11.10,0.02,V
2458147.2489,12.59,0.02,V
2458152.25701,13.024,0.017,V
2458154.24861,13.24,0.01,V
2458155.27682,13.27,0.03,V
2458159.26174,13.64,0.015,V
2458163.27538,13.823,.016,V
2458164.26999,14.09,0.04,V
2458167.26244,14.51,0.033,V
2458177.23930,15.63,0.04,V
2458183.24784,16.8,0.4,V
2458186.20731,<17.2,0.2,V
2458187.19624,<16.0,0.2,V
2458187.20254,<17.5,0.7,V
