2456023.82834,10.085,0.003,V
2456023.82862,10.075,0.003,V
2456023.82883,10.075,0.003,V
2456023.90208,9.984,0.008,V
2456023.90245,9.968,0.008,V
2456023.90280,9.952,0.008,V
2456023.90315,9.982,0.008,V
2456023.90352,9.972,0.008,V
2456023.90388,9.967,0.008,V
2456023.90424,9.961,0.008,V
2456023.90764,9.963,0.024,V
2456023.91045,9.950,0.008,V
2456023.91082,9.969,0.008,V
2456023.91117,9.976,0.008,V
2456023.91153,9.964,0.008,V
2456023.91189,9.968,0.008,V
2456023.91225,9.977,0.008,V
2456023.91298,10.022,0.051,V
2456024.082928,9.2906,0.0029,CV
2456024.083345,9.2959,0.0029,CV
2456024.083762,9.2907,0.0030,CV
2456024.084167,9.2863,0.0028,CV
2456024.084583,9.2875,0.0029,CV
2456024.084988,9.2884,0.0029,CV
2456024.085405,9.2971,0.0028,CV
2456024.08581,9.2822,0.0028,CV
2456024.086215,9.2741,0.0028,CV
2456024.086632,9.2679,0.0028,CV
2456024.087049,9.2815,0.0027,CV
2456024.087454,9.2724,0.0028,CV
2456024.08787,9.2715,0.0027,CV
2456024.088287,9.2690,0.0027,CV
2456024.158935,9.1706,0.0035,CV
2456024.15934,9.1726,0.0032,CV
2456024.159757,9.1789,0.0032,CV
2456024.160174,9.1787,0.0033,CV
2456024.16059,9.1666,0.0031,CV
2456024.160995,9.1692,0.0032,CV
2456024.1614,9.1747,0.0032,CV
2456024.161806,9.1681,0.0033,CV
2456024.162222,9.1781,0.0032,CV
2456024.162627,9.1703,0.0033,CV
2456024.163032,9.1860,0.0033,CV
2456024.163438,9.1793,0.0032,CV
2456024.163854,9.1765,0.0033,CV
2456024.164259,9.1739,0.0033,CV
2456024.164676,9.1816,0.0033,CV
2456024.165081,9.1816,0.0033,CV
2456024.165498,9.1769,0.0032,CV
2456024.165903,9.1775,0.0033,CV
2456024.166308,9.1729,0.0033,CV
2456024.166725,9.1792,0.0033,CV
2456024.16713,9.1740,0.0034,CV
2456024.167546,9.1678,0.0032,CV
2456024.167951,9.1781,0.0032,CV
2456024.168356,9.1714,0.0033,CV
2456024.168773,9.1761,0.0032,CV
2456024.169178,9.1692,0.0032,CV
2456024.169595,9.1781,0.0032,CV
2456024.17,9.1736,0.0033,CV
2456024.170405,9.1747,0.0033,CV
2456024.170822,9.1764,0.0032,CV
2456024.171227,9.1699,0.0034,CV
2456024.171632,9.1679,0.0036,CV
2456024.172049,9.1766,0.0034,CV
2456024.172454,9.1814,0.0034,CV
2456024.17287,9.1757,0.0033,CV
2456024.173275,9.1774,0.0035,CV
2456024.173681,9.1819,0.0033,CV
2456024.174097,9.1712,0.0033,CV
2456024.174514,9.1750,0.0033,CV
2456024.174919,9.1765,0.0032,CV
2456024.175336,9.1771,0.0033,CV
2456024.175752,9.1660,0.0033,CV
2456024.176169,9.1707,0.0033,CV
2456024.176574,9.1662,0.0038,CV
2456024.176991,9.1808,0.0047,CV
2456024.182326,9.1751,0.0046,CV
2456024.185625,9.1680,0.0035,CV
2456024.18603,9.1767,0.0037,CV
2456024.186435,9.1707,0.0036,CV
2456024.186852,9.1652,0.0035,CV
2456024.187257,9.1672,0.0036,CV
2456024.187674,9.1706,0.0036,CV
2456024.18809,9.1659,0.0035,CV
2456024.188495,9.1701,0.0036,CV
2456024.188912,9.1726,0.0047,CV
2456024.189317,9.1627,0.0066,CV
2456024.190139,9.1622,0.0039,CV
2456024.190544,9.1655,0.0038,CV
2456024.190949,9.1613,0.0039,CV
2456024.191366,9.1644,0.0038,CV
2456024.191771,9.1654,0.0040,CV
2456024.192188,9.1642,0.0039,CV
2456024.192593,9.1708,0.0041,CV
2456024.192986,9.1679,0.0042,CV
2456024.193403,9.1590,0.0041,CV
2456024.193808,9.1526,0.0040,CV
2456024.194225,9.1619,0.0041,CV
2456024.194641,9.1604,0.0040,CV
2456024.195046,9.1567,0.0039,CV
2456024.195463,9.1659,0.0042,CV
2456024.195868,9.1669,0.0041,CV
2456024.196273,9.1677,0.0045,CV
2456024.19669,9.1612,0.0040,CV
2456024.197095,9.1696,0.0043,CV
2456024.204884,9.1041,0.0045,CV
2456024.205706,9.0857,0.0043,CV
2456024.206111,9.0894,0.0042,CV
2456024.206528,9.1042,0.0043,CV
2456024.206944,9.0892,0.0045,CV
2456024.20735,9.0950,0.0045,CV
2456024.208183,9.0801,0.0046,CV
2456024.208588,9.0888,0.0046,CV
2456024.208993,9.0968,0.0050,CV
2456024.20941,9.0978,0.0051,CV
2456024.209815,9.0959,0.0048,CV
2456024.21022,9.0932,0.0049,CV
2456024.210637,9.1062,0.0047,CV
2456024.211053,9.0965,0.0047,CV
2456024.211458,9.1009,0.0054,CV
2456024.211863,9.0949,0.0056,CV
2456024.21228,9.0938,0.0064,CV
2456024.212685,9.0810,0.0064,CV
2456024.21309,9.0775,0.0060,CV
2456024.213507,9.1055,0.0055,CV
2456024.213924,9.0879,0.0062,CV
2456024.222164,9.0851,0.0080,CV
2456024.222581,9.1055,0.0079,CV
2456024.222998,9.0877,0.0082,CV
2456024.223403,9.0945,0.0079,CV
2456024.223819,9.0927,0.0072,CV
2456024.224225,9.1022,0.0064,CV
2456024.22463,9.0903,0.0061,CV
2456024.225046,9.0897,0.0066,CV
2456024.225463,9.0892,0.0056,CV
2456024.22588,9.0921,0.0054,CV
2456024.226285,9.0812,0.0055,CV
2456024.226701,9.0814,0.0056,CV
2456024.227106,9.0920,0.0059,CV
2456024.227512,9.0749,0.0061,CV
2456024.227928,9.0842,0.0064,CV
2456024.228333,9.0928,0.0064,CV
2456024.228738,9.0823,0.0064,CV
2456024.229144,9.0858,0.0064,CV
2456024.22956,9.0959,0.0085,CV
2456024.229977,9.0899,0.0073,CV
2456024.230382,9.0767,0.0072,CV
2456024.230799,9.1056,0.0073,CV
2456024.231215,9.0947,0.0075,CV
2456024.23162,9.0900,0.0076,CV
2456024.232025,9.0926,0.0078,CV
2456024.232442,9.0957,0.0068,CV
2456024.232859,9.0834,0.0066,CV
2456024.233264,9.0848,0.0066,CV
2456024.233681,9.0882,0.0074,CV
2456024.234086,9.0929,0.0073,CV
2456024.234491,9.0924,0.0074,CV
2456024.234896,9.0922,0.0076,CV
2456024.235313,9.0901,0.0069,CV
2456024.235718,9.0925,0.0071,CV
2456024.236134,9.0736,0.0068,CV
2456024.236539,9.1037,0.0064,CV
2456024.236956,9.0847,0.0067,CV
2456024.237373,9.0953,0.0066,CV
2456024.237778,9.0927,0.0064,CV
2456024.238194,9.0757,0.0063,CV
2456024.2386,9.1009,0.0059,CV
2456024.239005,9.0622,0.0060,CV
2456024.239421,9.0904,0.0058,CV
2456024.239826,9.0849,0.0061,CV
2456024.240231,9.0820,0.0063,CV
2456024.240637,9.0944,0.0061,CV
2456024.74196,09.830,0.003,V
2456024.74217,09.843,0.003,V
2456024.74239,09.828,0.003,V
2456024.83922,9.734,0.007,V
2456024.83959,9.731,0.007,V
2456024.83995,9.737,0.007,V
2456024.84032,9.737,0.007,V
2456024.84068,9.751,0.007,V
2456025.06162,9.5703,0.0096,V
2456025.06213,9.0198,0.0032,CV
2456025.062593,9.5442,0.0117,V
2456025.063009,9.5510,0.0121,V
2456025.063414,9.5671,0.0115,V
2456025.063843,9.5456,0.0105,V
2456025.064259,9.5547,0.0097,V
2456025.064664,9.5674,0.0090,V
2456025.065081,9.5633,0.0095,V
2456025.065486,9.5429,0.0095,V
2456025.065903,9.5586,0.0093,V
2456025.066319,9.5606,0.0089,V
2456025.066725,9.5478,0.0095,V
2456025.067141,9.5602,0.0094,V
2456025.067546,9.5720,0.0092,V
